county_name,county_pop2000,statename,stateabbrv,racial_segregation,inequality,poverty_rate,top_1per_income_share,frac_middleclass,unemp_rate,pop_change_80_2000,migration_inflow,migration_outflow,mean_household_income,median_house_value,percent_college_degree,crime_rate
Phillips,26445,Arkansas,AR,0.0629064,0.4320218,0.3271425,0.07582,0.33358,0.0739358,-0.2394743,0.00794101,0.018264322,25327.71,62517.7,12.4,0.01263
Pike,11303,Arkansas,AR,0.0693816,0.4019354,0.1677629,0.08046,0.5297,0.0443737,0.0896558,0.023091215,0.022560382,29871.46,66116.8,10.1,0.0019464
Poinsett,25614,Arkansas,AR,0.1194873,0.3560381,0.2121573,0.05319,0.49812,0.0693166,-0.0524563,0.025571953,0.025767159,24828.02,65983.5,6.3,0.0080815
Polk,20229,Arkansas,AR,0.0842614,0.3771537,0.1820277,0.07263,0.46793,0.0452408,0.1894514,0.008453211,0.016115478,27898.77,76114.3,10.9,0.0030155
Pope,54469,Arkansas,AR,0.0483509,0.4814904,0.1518968,0.10996,0.49078,0.0420533,0.3958894,0.026859315,0.027501882,29302.46,94776.3,19,0.0082065
Prairie,9539,Arkansas,AR,0.0351964,0.3643901,0.1551099,0.07499,0.53134,0.0438879,-0.0592702,0.017926407,0.026522696,30636.73,74114.8,9,0.0049271
Pulaski,361474,Arkansas,AR,0.2415285,0.5474062,0.1332257,0.13638,0.46395,0.0408567,0.0612455,0.034605532,0.038428767,38549.7,113704.9,28.1,0.0130576
Randolph,18195,Arkansas,AR,0.0038575,0.3658811,0.1531047,0.08189,0.55943,0.0681734,0.0808483,0.023303105,0.020335257,27997.88,67449.8,10.6,0.0114317
St Francis,29329,Arkansas,AR,0.1144092,0.3864268,0.2748735,0.06132,0.40231,0.0742991,-0.0495495,0.019196018,0.028776978,23152.96,74648,9.6,0.0183777
Saline,83529,Arkansas,AR,0.063019,0.3565776,0.0717934,0.07624,0.5593,0.035126,0.5712458,0.046534736,0.033054388,35334.93,124902.1,16.4,0.002574
Scott,10996,Arkansas,AR,0.089788,0.3132338,0.1823393,0.06462,0.54279,0.0393882,0.135364,0.017006184,0.018370317,26441.34,63984,8.4,0.0050018
Searcy,8261,Arkansas,AR,0.0077288,0.3041281,0.2382698,0.07219,0.42675,0.0487124,-0.0662371,0.011015616,0.009441956,24785.38,60784.8,8.4,0.0030263
Sebastian,115071,Arkansas,AR,0.1403458,0.4922838,0.1364212,0.12562,0.53726,0.0380443,0.2090846,0.035204352,0.035899575,34128.27,97708.9,16.6,0.0101416
Sevier,15757,Arkansas,AR,0.1313139,0.3685152,0.1919439,0.05848,0.51014,0.0405108,0.120697,0.018023736,0.015802501,27142.91,68916.1,9.2,0.0043155
Sharp,17119,Arkansas,AR,0.0108146,0.362822,0.1822651,0.0588,0.47724,0.0591871,0.1719723,0.028739997,0.026870728,29638.19,69182.7,10.3,0.0034592
Stone,11499,Arkansas,AR,0.0029917,0.4100591,0.1887958,0.11709,0.45304,0.0537394,0.2745511,0.002956779,0.006087486,27581.87,85578.6,9.8,0.0034786
Union,45629,Arkansas,AR,0.13081,0.4839728,0.1874874,0.11172,0.47968,0.0489656,-0.0606098,0.014617897,0.019592803,31285.29,73848.2,14.9,0.0099717
Van Buren,16192,Arkansas,AR,0.0079513,0.3716705,0.1542634,0.06495,0.48611,0.059425,0.2122483,0.022233202,0.019392293,34072.99,84912.1,11.5,0.0025321
Washington,157715,Arkansas,AR,0.1067779,0.4471214,0.1459993,0.08786,0.54685,0.0291643,0.5693972,0.051834004,0.037314143,30310.85,120103.3,24.5,0.0085834
White,67165,Arkansas,AR,0.0498092,0.4007246,0.1395079,0.07854,0.54797,0.0509993,0.3212354,0.02602546,0.024462146,29205.21,96109.3,15.5,0.0068488
Woodruff,8741,Arkansas,AR,0.0174187,0.6095704,0.2704956,0.20196,0.37817,0.0619469,-0.2210836,0.013041986,0.022766274,26141.85,47321.5,8,0.0002288
Yell,21139,Arkansas,AR,0.0841693,0.4185436,0.1541212,0.13564,0.53599,0.0360434,0.2415717,0.021808033,0.031931501,29108.02,80779.8,10.9,0.0026018
Alameda,1443741,California,CA,0.19627,0.4862936,0.1104255,0.17864,0.44102,0.047827,0.306105,0.038393313,0.052964486,46859.6,404032.3,34.9,0.008906
Alpine,1208,California,CA,0,,0.1947943,,0.45455,0.0731707,0.1011851,0.016556291,0.035596027,41543.5,245538.6,28.2,0.0182119
Amador,35100,California,CA,0.1404527,0.3405835,0.0921804,0.07165,0.55142,0.0505945,0.8173346,0.047891738,0.022991453,36951.52,204748.8,16.6,0.0043875
Butte,203171,California,CA,0.0641535,0.4672878,0.1979011,0.09922,0.51119,0.0658293,0.4123711,0.03343489,0.029192158,32930.88,173023.4,21.8,0.0082935
Calaveras,40554,California,CA,0.0139573,0.3542352,0.1178711,0.05048,0.55401,0.0546104,0.9581845,0.062311979,0.033782118,41266.1,209147.7,17.1,0.0064112
Colusa,18804,California,CA,0.0419647,0.4348187,0.1606852,0.10313,0.51325,0.1279299,0.4700962,0.037279302,0.026324186,28495.39,143297.5,10.6,0.007073
Contra Costa,948816,California,CA,0.1719685,0.4299163,0.0762808,0.17937,0.39933,0.0405087,0.4455285,0.044869606,0.044443812,56180.25,356977.4,35,0.0075821
Del Norte,27507,California,CA,0.0849741,0.3772155,0.2016846,0.06845,0.55044,0.0800313,0.5099632,0.019376886,0.016650307,23836.63,161426.3,11,0.0144327
El Dorado,156299,California,CA,0.0810782,0.3969181,0.0714862,0.12619,0.48778,0.0429673,0.8214119,0.064120692,0.043378397,47239.4,259135.2,26.5,0.0062636
Fresno,799407,California,CA,0.1728941,0.5395549,0.2289229,0.12751,0.45337,0.1066251,0.5533898,0.022058851,0.022770629,29642.64,139831.7,17.5,0.0136489
Glenn,26453,California,CA,0.063415,0.4093937,0.1814937,0.08263,0.55225,0.0875523,0.2390164,0.032359279,0.026726647,27699.23,126501.7,10.7,0.0085057
Humboldt,126518,California,CA,0.0730459,0.4329083,0.1953364,0.09017,0.54411,0.0598911,0.1659141,0.022937448,0.024407594,30378.87,177955.5,23,0.0087181
Imperial,142361,California,CA,0.1774895,0.5228166,0.2257814,0.10234,0.42427,0.1592733,0.5455542,0.03446871,0.031518464,23365.53,133300,10.3,0.0095181
Inyo,17945,California,CA,0.0673716,0.3877649,0.1264012,0.08151,0.53731,0.045369,0.0027941,0.024965171,0.018445249,38828.59,215012.9,17.1,0.0070772
Kern,661645,California,CA,0.213638,0.4786772,0.2076015,0.11528,0.48397,0.0855958,0.6414365,0.039902062,0.02336147,28781.38,124368.9,13.5,0.0116377
Kings,129461,California,CA,0.1057483,0.402641,0.1951065,0.0709,0.53436,0.1068222,0.7556891,0.040545029,0.036636516,23396.01,130100.8,10.4,0.011069
Lake,58309,California,CA,0.0325725,0.4257629,0.1759153,0.06271,0.49076,0.0703049,0.6033933,0.045121679,0.028160318,33166.81,163425.8,12.1,0.0093982
Lassen,33828,California,CA,0.1139538,0.3139329,0.1401843,0.04771,0.59099,0.0732334,0.5617008,0.019953884,0.021491073,21189.17,142231.1,10.7,0.0049663
Los Angeles,9519338,California,CA,0.2984691,0.6296279,0.1791059,0.22321,0.45092,0.0566996,0.2730637,0.016288107,0.028383696,37667.68,278996.9,24.9,0.0089742
Madera,123109,California,CA,0.204084,0.4223725,0.2135459,0.07675,0.51236,0.0955593,0.9505197,0.044407801,0.031118765,26952.25,158360.4,12,0.0077655
Marin,247289,California,CA,0.1620788,0.4529415,0.0656787,0.28885,0.33777,0.0351354,0.1110717,0.048764806,0.037991985,77942.65,685961.8,51.3,0.0052085
Mariposa,17130,California,CA,0.0170432,0.4683904,0.1478555,0.12296,0.50707,0.0572843,0.5421318,0.042498541,0.025394046,32640.98,189152.7,20.2,0.0068301
Mendocino,86265,California,CA,0.0621179,0.4590102,0.1593774,0.13098,0.53395,0.0593266,0.2925919,0.023080044,0.025294152,35844.06,226876.6,20.2,0.0104446
Merced,210554,California,CA,0.093358,0.43879,0.2165757,0.091,0.51972,0.1014756,0.5647592,0.045513265,0.037928512,28234.4,148096.3,11,0.0116882
Modoc,9449,California,CA,0.0248367,0.3749088,0.2146139,0.06112,0.53825,0.0693272,0.0974448,0.009842311,0.015133877,33684.39,92110.3,12.4,0.0080432
Mono,12853,California,CA,0.0149679,0.365023,0.1147903,0.0567,0.58199,0.046756,0.4985426,0.03742317,0.039134832,38203.52,314987.9,28.9,0.0076247
Monterey,401762,California,CA,0.2617772,0.4784904,0.1350789,0.12596,0.50455,0.0779574,0.3832684,0.026839273,0.048558599,35919.71,354311.4,22.5,0.0081864
Napa,124279,California,CA,0.0878631,0.4249875,0.082895,0.17025,0.49052,0.0362684,0.2528251,0.036257131,0.039588346,49310.06,334982.9,26.4,0.0044899
Nevada,92033,California,CA,0.0312101,0.3929249,0.0806405,0.07651,0.52794,0.043858,0.7820312,0.049015027,0.038518792,45822.44,274198.1,26.1,0.0062586
Orange,2846289,California,CA,0.2142112,0.5096469,0.1032536,0.16631,0.42818,0.0395491,0.472694,0.029967091,0.043005823,46603.75,359910,30.8,0.0063655
Placer,248399,California,CA,0.0581012,0.3793887,0.0580918,0.12713,0.45183,0.0401277,1.118596,0.088341741,0.060543722,52340.11,285128.7,30.3,0.0068519
Plumas,20824,California,CA,0.0303908,0.3753231,0.1305722,0.11269,0.61378,0.0758184,0.2009227,0.033086823,0.026219746,37051.89,183820.7,17.5,0.0107088
Riverside,1545387,California,CA,0.1497468,0.4285162,0.1416693,0.09938,0.51188,0.0549714,1.330317,0.075678131,0.045094853,36736.99,195284.5,16.6,0.0078802
Sacramento,1223499,California,CA,0.1187582,0.4713137,0.141261,0.12763,0.48839,0.0452558,0.5618186,0.041673103,0.043283239,38938.15,192218.6,24.8,0.0112693
San Benito,53234,California,CA,0.0699784,0.3867691,0.0995196,0.07009,0.48654,0.0634718,1.128934,0.05073825,0.055791412,39424.43,378572,17.1,0.00603
San Bernardino,1709434,California,CA,0.1325294,0.4138385,0.1584322,0.08015,0.51826,0.0506904,0.909948,0.059692857,0.046404833,31604.17,175289.5,15.9,0.0111903
San Diego,2813833,California,CA,0.1961513,0.5139061,0.1243014,0.17139,0.48008,0.0418436,0.5113135,0.035488602,0.045193514,40913.48,302857.6,29.5,0.0077194
San Francisco,776733,California,CA,0.1955581,0.6752073,0.1131304,0.36927,0.46658,0.050894,0.1439805,0.044057611,0.058228503,56014.96,528401.2,45,0.0104618
San Joaquin,563598,California,CA,0.1346692,0.4417365,0.1774262,0.10435,0.50038,0.0746936,0.6226025,0.051114447,0.039927395,33102.29,189819.2,14.5,0.0117548
San Luis Obispo,246681,California,CA,0.0784389,0.4158879,0.1283627,0.11921,0.51595,0.0402454,0.5870364,0.034530426,0.032430548,37607.99,306590,26.7,0.0058334
San Mateo,707161,California,CA,0.2049604,0.4869158,0.0583273,0.29942,0.42064,0.0381654,0.2040287,0.042455678,0.054372342,63831.78,625443.6,39,0.0056691
Santa Barbara,399347,California,CA,0.1582347,0.5163066,0.1432621,0.19134,0.49717,0.0440654,0.336977,0.027079207,0.038014559,41596.13,390569,29.4,0.0070966
Santa Clara,1682585,California,CA,0.1716929,0.5012858,0.0752753,0.28242,0.3908,0.0507227,0.2992222,0.031453389,0.04137681,57068.92,595051.2,40.5,0.0076555
Santa Cruz,255602,California,CA,0.2145394,0.5157698,0.1187048,0.16702,0.45293,0.0571814,0.3585662,0.02750761,0.038716442,45074.58,503207.5,34.2,0.0083176
Shasta,163256,California,CA,0.0119331,0.4377639,0.1535547,0.09761,0.54155,0.0634023,0.4108456,0.03753614,0.029309796,34162.31,161026.4,16.6,0.0114667
Sierra,3555,California,CA,0,0.2401448,0.1129445,0.03652,0.65493,0.0754491,0.15685,0.018846695,0.027004219,36042.09,171423.8,17.2,0.0073136
Siskiyou,44301,California,CA,0.0688596,0.3852964,0.1855649,0.05836,0.53373,0.0805797,0.1149955,0.029796167,0.020744453,34213.73,133699.9,17.7,0.0100223
Solano,394542,California,CA,0.0999449,0.3244793,0.0828262,0.05607,0.50143,0.0460396,0.6774531,0.046403171,0.051429252,39182.29,237673.9,21.4,0.0110052
Sonoma,458614,California,CA,0.077042,0.4086673,0.0805705,0.15327,0.49168,0.0367573,0.5303406,0.024312385,0.031915729,46265.77,364175.6,28.5,0.0068903
Stanislaus,446997,California,CA,0.0884344,0.4665952,0.1598487,0.13548,0.52309,0.0834982,0.6810718,0.042329143,0.035921941,32593.63,167024.9,14.1,0.0124072
Sutter,78930,California,CA,0.0689289,0.4113377,0.1553991,0.06623,0.52612,0.0974595,0.5107377,0.058735589,0.044279742,33245.52,160893.1,15.3,0.0110224
Tehama,56039,California,CA,0.0418056,0.3664004,0.1725058,0.05096,0.53748,0.0653943,0.4410358,0.040471814,0.025143204,31277.45,137299,11.3,0.0073877
Trinity,13022,California,CA,0.0141982,0.354162,0.1865366,0.0458,0.54887,0.092881,0.0981616,0.020350177,0.014590693,31241.39,149296,15.5,0.0097527
Tulare,368021,California,CA,0.1335013,0.4873906,0.2390554,0.09394,0.46502,0.1142583,0.4976153,0.0292592,0.022210689,27568.31,130367.4,11.5,0.0108092
Tuolumne,54501,California,CA,0.1016403,0.4062384,0.1143558,0.07216,0.54054,0.0585535,0.6063723,0.035155318,0.025522468,36429.5,199683.4,16.1,0.0048256
Ventura,753197,California,CA,0.212483,0.4532308,0.0923477,0.15092,0.45513,0.0484943,0.4233447,0.031307878,0.040338716,45268.96,331517.1,26.9,0.0070712
Yolo,168660,California,CA,0.0883707,0.4561494,0.1836991,0.08506,0.48944,0.0511712,0.4876427,0.050936796,0.055846081,33515,226343.4,34.1,0.008449
Yuba,60219,California,CA,0.0499095,0.3694373,0.2079358,0.04927,0.52156,0.08515,0.2108459,0.088958634,0.056759495,26667.38,119570.1,10.3,0.0145303
Adams,363857,Colorado,CO,0.1065858,0.3335619,0.0891047,0.07181,0.60073,0.0404925,0.4794303,0.080421704,0.067444078,35684,199683.4,17.4,0.0086739
Alamosa,14966,Colorado,CO,0.0670118,0.4298189,0.2129234,0.07111,0.51572,0.0423171,0.2684126,0.02632634,0.032206334,26646.98,117170.7,27,0.01176
Arapahoe,487967,Colorado,CO,0.1082712,0.4319466,0.0580041,0.22634,0.43817,0.0368572,0.6618941,0.075679298,0.075205905,49699.04,228876.1,37,0.0093677
Archuleta,9898,Colorado,CO,0.0283193,0.4506186,0.1170234,0.09314,0.54808,0.0396691,1.701419,0.016973126,0.016670034,39341.23,223144.2,29,0.0040412
Baca,4517,Colorado,CO,0.0005478,0.3044439,0.1691509,0.06761,0.62567,0.0298324,-0.1664514,,,31259.88,63050.9,14,0.0033208
Bent,5998,Colorado,CO,0,0.3691719,0.1954887,0.08781,0.54884,0.043409,0.0089151,0.01633878,0.018339447,23278.19,76247.6,11.5,0.0085028
Boulder,291288,Colorado,CO,0.0779887,0.3838448,0.0949034,0.16552,0.42143,0.037066,0.5361266,0.043616627,0.049717119,47956.54,322452.7,52.4,0.0078946
Chaffee,16242,Colorado,CO,0.0317457,0.3258936,0.1170643,0.04764,0.64621,0.0400319,0.2279428,0.026289866,0.02154907,33185.09,203682.4,24.3,0.0064647
Cheyenne,2231,Colorado,CO,0,0.2880946,0.1108084,0.05354,0.63025,0.0233827,0.0362285,,,35453.11,83179.2,14.2,0.0008965
Clear Creek,9322,Colorado,CO,0.0082073,0.3300653,0.0541446,0.06247,0.57576,0.0336361,0.2755884,0.038618322,0.038081957,46079.95,267133.2,38.8,0.0051491
Conejos,8400,Colorado,CO,0.0245628,0.3888031,0.2297281,0.05169,0.43632,0.0624653,0.0777521,0.0075,0.012857143,25271.34,75981,14.4,0.0040476
Costilla,3663,Colorado,CO,0.0567785,0.3162188,0.2679452,0.05512,0.34899,0.083016,0.1927711,0,0.020748021,21006.96,81579.6,12.8,0.006825
Crowley,5518,Colorado,CO,0,0.3114118,0.1854587,0.06482,0.53793,0.0580183,0.8467202,0.013773106,0.015041682,16024.1,76247.6,11.9,0.0032621
Custer,3503,Colorado,CO,0,0.4758981,0.1327945,0.17319,0.55046,0.0412716,1.292539,0.008564088,0.035969169,36738.85,178755.3,26.7,0.0017128
Delta,27834,Colorado,CO,0.0616181,0.377487,0.1206445,0.0903,0.57331,0.0412951,0.3113781,0.025903571,0.024897607,33721.48,153961.5,17.6,0.0041676
Denver,554636,Colorado,CO,0.2539637,0.6164721,0.1428863,0.22679,0.48969,0.0444927,0.1264732,0.06925443,0.081985302,41383.38,221011.4,34.5,0.0142003
Dolores,1844,Colorado,CO,0,,0.1314068,,0.66216,0.0511727,0.1121834,0.025488069,0.018438178,32178.38,102374.4,13.5,0
Douglas,175766,Colorado,CO,0.0162794,0.2349302,0.0211741,0.11898,0.30004,0.0324346,5.987874,0.117787285,0.078177805,62289.23,314588,51.9,0.0025839
Eagle,41659,Colorado,CO,0.0308557,0.5454966,0.0780678,0.28534,0.48013,0.0309846,2.127553,0.038239036,0.035670563,50576.37,492010.3,42.6,0.0088233
Elbert,19872,Colorado,CO,0.0040056,0.2721048,0.0399535,0.04752,0.56218,0.0323227,1.901022,0.060285829,0.044384058,44057.61,295392.8,26.6,0.0032206
El Paso,516929,Colorado,CO,0.0727513,0.3999149,0.0804478,0.11051,0.53817,0.0422912,0.670617,0.062037533,0.054046107,38869.24,196084.3,31.8,0.0117569
Fremont,46145,Colorado,CO,0.1574217,0.3514141,0.1168884,0.07559,0.5942,0.0505034,0.6091854,0.022819374,0.019590422,24578.07,139831.7,13.5,0.0070647
Garfield,43791,Colorado,CO,0.0281759,0.3599927,0.0747023,0.07573,0.57583,0.0319647,0.9450564,0.039734192,0.033865406,37727.5,267533.1,23.8,0.0096138
Gilpin,4757,Colorado,CO,0,,0.040449,,0.53968,0.0348765,0.9487915,0.056968678,0.041202439,41319.16,240739.8,31.2,0.0103006
Grand,12442,Colorado,CO,0.021977,0.360588,0.0733893,0.0812,0.5792,0.0297005,0.6644816,0.026844559,0.027728661,40410.57,273931.5,34.5,0.0045009
Gunnison,13956,Colorado,CO,0.014193,0.4707854,0.1498309,0.12546,0.52542,0.0328301,0.3056413,0.014044139,0.020421324,32474.76,252470.2,43.6,0.0062339
Hinsdale,790,Colorado,CO,0,,0.0721519,,0.55556,0.0353303,0.9362745,,,39201.31,284328.9,34.9,0.0012658
Huerfano,7862,Colorado,CO,0.1019708,0.3876075,0.1800722,0.10825,0.5,0.0636903,0.2208074,0.011065887,0.016280845,26164.5,100241.6,16.1,0.0026711
Jackson,1577,Colorado,CO,0,,0.1404853,,0.67164,0.0346821,-0.1535158,,,31589.98,114638,19.9,0.0025365
Jefferson,527056,Colorado,CO,0.0550243,0.3291288,0.0515787,0.12412,0.4695,0.0346476,0.4177586,0.053115798,0.059191054,49089.26,250470.7,36.5,0.0079386
Kiowa,1622,Colorado,CO,0,,0.1220275,,0.63514,0.0277481,-0.1621901,0.01541307,0,31436.94,61451.3,16.1,0.0030826
Kit Carson,8011,Colorado,CO,0.0598412,0.3791665,0.1208116,0.09035,0.57879,0.0245826,0.0542177,0.004618649,0.019223568,32042.68,107173.2,15.4,0.0042442
Lake,7812,Colorado,CO,0.0592963,0.2900571,0.1291879,0.05429,0.668,0.04002,-0.1152888,0.012160778,0.02688172,31539.49,153828.2,19.5,0.0025602
La Plata,43941,Colorado,CO,0.0681911,0.4124685,0.1170853,0.11615,0.57944,0.0321809,0.6022826,0.032816732,0.03015407,35849.97,245138.7,36.4,0.0077149
Larimer,251494,Colorado,CO,0.0427772,0.3673723,0.0923041,0.10477,0.50569,0.0322187,0.6857974,0.043492091,0.041639164,40443.22,229276,39.5,0.0077179
Las Animas,15207,Colorado,CO,0.0331383,0.3643577,0.1729981,0.04623,0.477,0.045664,0.0208096,0.012691524,0.018281055,33266.04,112638.5,16.2,0.0130203
Lincoln,6087,Colorado,CO,0.0588917,0.4017708,0.1174831,0.07792,0.55411,0.0299484,0.3053828,0.002299984,0.007721373,25562.01,103707.4,13.2,0.00345
Logan,20504,Colorado,CO,0.0603556,0.4453337,0.1215473,0.14263,0.60442,0.0315613,0.0355556,0.019410847,0.025897386,28896.62,116904.1,14.6,0.0069255
Mesa,116255,Colorado,CO,0.0306316,0.4211498,0.1023409,0.10802,0.58272,0.0384832,0.4259169,0.034613565,0.023930154,35019.21,158493.7,22,0.015552
Mineral,831,Colorado,CO,0,,0.1022864,,0.5,0.0373832,0.0335821,,,44934.05,169824.2,31.2,0.0012034
Moffat,13184,Colorado,CO,0.01223,0.2668258,0.0831356,0.04242,0.61401,0.038993,0.0038833,0.016762743,0.020479369,33103.31,139431.8,12.5,0.0082676
Montezuma,23830,Colorado,CO,0.1821692,0.3771833,0.1636728,0.07067,0.57658,0.0439357,0.4433677,0.025597986,0.025597986,32477.29,145430.3,21,0.0050357
Montrose,33432,Colorado,CO,0.0301704,0.3757262,0.1257253,0.07638,0.5937,0.0438452,0.3728647,0.03436827,0.023839435,33053.49,161559.6,18.7,0.0067899
Morgan,27171,Colorado,CO,0.052648,0.3339803,0.1235549,0.05197,0.60676,0.0319532,0.2069027,0.021309484,0.024989879,30268.7,127834.7,13.5,0.0068823
Otero,20311,Colorado,CO,0.0781389,0.3741558,0.1879905,0.06142,0.55272,0.0464655,-0.099969,0.013391758,0.022598592,29363.32,88377.9,15.4,0.0114716
Ouray,3742,Colorado,CO,0,0.3206084,0.0722924,0.05516,0.62264,0.0295124,0.9438961,0.012827365,0.019508284,43084.56,326185.1,36.8,0.0037413
Park,14523,Colorado,CO,0.0029887,0.2732928,0.055822,0.04072,0.58907,0.0348344,1.723233,0.052950492,0.047510845,41110.28,229409.3,30.3,0.001446
Phillips,4480,Colorado,CO,0.059532,0.3184323,0.1159918,0.06177,0.65775,0.0281513,-0.0136504,0.004910714,0.014508929,34216.12,106373.4,19.9,0.0035714
Pitkin,14872,Colorado,CO,0.0036536,0.5312823,0.0618675,0.54677,0.4021,0.0361269,0.4385761,0.027972028,0.038058096,61942.3,999750,57.1,0.0102524
Prowers,14483,Colorado,CO,0.0787754,0.3552154,0.1946171,0.07446,0.5739,0.0319812,0.1081102,0.008630809,0.01622592,27609.41,90510.7,11.9,0.0076642
Pueblo,141472,Colorado,CO,0.0914194,0.4545651,0.1485644,0.14649,0.56883,0.0519072,0.1230432,0.023792694,0.019353653,32680.76,126901.6,18.3,0.0096768
Rio Blanco,5986,Colorado,CO,0.0047492,0.3493502,0.0962271,0.13798,0.59677,0.0269495,-0.0430056,0.021550284,0.029234881,30883.57,126235.1,19.5,0.0026729
Rio Grande,12413,Colorado,CO,0.0875646,0.469995,0.14525,0.1445,0.53739,0.0537756,0.1809533,0.021348586,0.031499235,30910.92,109839.2,18.8,0.0093669
Routt,19690,Colorado,CO,0.0090971,0.3847073,0.060948,0.09027,0.49483,0.0287369,0.4689645,0.026003047,0.028390046,45590.83,357910.5,42.5,0.0074149
Saguache,5917,Colorado,CO,0.1835062,0.4229358,0.2256087,0.11542,0.46154,0.0601183,0.5036849,0.010140274,0.004394119,24113.21,98508.7,19.6,0.004709
San Juan,558,Colorado,CO,0,,0.2087114,,0.79487,0.0679612,-0.3301321,,,26862.51,175289.5,43.7,0.0107527
San Miguel,6594,Colorado,CO,0.0069593,0.5480207,0.104373,0.11993,0.51852,0.0381339,1.065789,0.009857446,0.030785563,51627.5,477480.6,48.5,0.0030331
Sedgwick,2747,Colorado,CO,0,,0.1000741,,0.64948,0.0284605,-0.15891,,,32814.43,76114.3,13.4,0.0014561
Summit,23548,Colorado,CO,0.0395487,0.397743,0.0903882,0.0817,0.45825,0.0297538,1.661392,0.03745541,0.051681672,41656.84,423227.5,48.3,0.0083659
Teller,20555,Colorado,CO,0.0044643,0.4309541,0.053765,0.17859,0.55266,0.039454,1.558501,0.050450012,0.05273656,40085.34,215946,31.7,0.003852
Washington,4926,Colorado,CO,0.0273345,0.3677811,0.1136596,0.05289,0.54464,0.0268836,-0.071267,0.012383272,0.015022331,36305.43,94376.4,14.3,0.000812
Weld,180936,Colorado,CO,0.1034626,0.4030706,0.1251841,0.10994,0.57081,0.0347433,0.4658047,0.068770173,0.044065305,34227.9,187153.2,21.6,0.0083407
Yuma,9841,Colorado,CO,0.0266487,0.3438671,0.128539,0.04329,0.61894,0.0225564,0.0164222,0.014022965,0.015343969,32376.52,102774.3,15.5,0.0011178
Fairfield,882567,Connecticut,CT,0.2548649,0.5498355,0.0689841,0.28445,0.36349,0.0298783,0.0934456,0.026582684,0.034529956,71794.66,385103.7,39.9,0.006635
Hartford,857183,Connecticut,CT,0.3035733,0.4634261,0.0932403,0.14539,0.42664,0.0335953,0.0611774,0.025476474,0.02710973,48615.95,196350.9,29.6,0.009818
Litchfield,182193,Connecticut,CT,0.0321414,0.335046,0.0448514,0.1184,0.50591,0.0290797,0.1621749,0.033963983,0.028228307,52961.85,208747.8,27.5,0.0046843
Middlesex,155071,Connecticut,CT,0.1000988,0.3058704,0.0462185,0.10396,0.46027,0.0266518,0.2019424,0.039104668,0.035364446,51241.61,221278,33.8,0.0047843
New Haven,824008,Connecticut,CT,0.2606941,0.424007,0.094939,0.1053,0.45524,0.0339671,0.082317,0.027926913,0.02879341,45598.86,202482.7,27.6,0.0082459
