county_name,county_pop2000,statename,stateabbrv,racial_segregation,inequality,poverty_rate,top_1per_income_share,frac_middleclass,unemp_rate,pop_change_80_2000,migration_inflow,migration_outflow,mean_household_income,median_house_value,percent_college_degree,crime_rate
Dawes,9060,Nebraska,NE,0.0031649,0.3515811,0.1894737,0.05889,0.60526,0.0289855,-0.0571339,0.014459161,0.016556291,28574.26,73581.6,28.4,0.0040839
Dawson,24365,Nebraska,NE,0.2144415,0.2696752,0.1084081,0.06548,0.68989,0.0358394,0.0924049,0.020233942,0.023435256,31675.13,85445.3,14.4,0.0084958
Deuel,2098,Nebraska,NE,0,0.2324869,0.0912162,0.06031,0.71845,0.0271454,-0.1478473,0,0.012869399,37226.1,64383.9,17.4,0.008103
Dixon,6339,Nebraska,NE,0.0611858,0.290488,0.100129,0.1062,0.71,0.0247884,-0.1118117,0.01451333,0.01451333,31707.9,77447.3,14.1,0.0014198
Dodge,36160,Nebraska,NE,0.0427831,0.3269437,0.0856013,0.10263,0.68458,0.0383256,0.0087316,0.023534292,0.024834071,34543.84,111172.2,15,0.0058352
Douglas,463585,Nebraska,NE,0.2747371,0.496081,0.0984671,0.2119,0.4677,0.0353049,0.1676086,0.037330802,0.036916639,41646.13,134366.4,30.6,0.0120302
Dundy,2292,Nebraska,NE,0,,0.136241,,0.75258,0.023539,-0.1988815,,,31609.93,43455.8,16.7,0.0013089
Fillmore,6634,Nebraska,NE,0.0069878,0.303289,0.0784499,0.0961,0.70667,0.0303293,-0.1623737,0.006632499,0.014772385,36559.58,68382.9,15.7,0.002864
Franklin,3574,Nebraska,NE,0.0004469,0.3842037,0.132108,0.06963,0.63514,0.0303523,-0.183459,0.014549524,0,33224.98,44122.3,15.8,0.0044768
Frontier,3099,Nebraska,NE,0,0.2763097,0.1219925,0.04103,0.63415,0.0227147,-0.1502605,0,0.009357857,31643.88,73048.4,17.9,0.0016134
Furnas,5324,Nebraska,NE,0.0084523,0.2936095,0.1058415,0.05005,0.63793,0.0270479,-0.1791551,0,0.019534185,36165.07,49720.9,16.1,0.0020661
Gage,22993,Nebraska,NE,0.0286337,0.2777835,0.0872896,0.05365,0.67462,0.030681,-0.0598217,0.021006393,0.019658157,33790.46,91443.8,15.4,0.0036968
Garden,2292,Nebraska,NE,0,,0.1477987,,0.58333,0.0329768,-0.1820128,,,31316.23,59051.9,14.2,0.0026178
Garfield,1902,Nebraska,NE,0,0.3882002,0.1258817,0.06898,0.55556,0.0270531,-0.195091,,,30839.85,50920.6,13.4,0
Gosper,2143,Nebraska,NE,0,,0.0786194,,0.56579,0.0300546,0.0014019,0.027064862,0.034064396,36829.26,90510.7,17.6,0.0023332
Grant,747,Nebraska,NE,0,,0.0966443,,0.60317,0.0254042,-0.1482326,,,28951.66,36657.5,24.7,0.0080321
Greeley,2714,Nebraska,NE,0,0.3301003,0.1460929,0.07097,0.59119,0.03,-0.2160601,,,29862.73,48787.8,13.5,0.0033161
Hall,53534,Nebraska,NE,0.0999164,0.3762441,0.1200374,0.11959,0.62578,0.0329925,0.1225414,0.023013412,0.026301042,33080.05,111572.1,15.9,0.0171853
Hamilton,9403,Nebraska,NE,0.0139741,0.2615168,0.0747319,0.05832,0.69421,0.0255071,0.0109666,0.02988408,0.030309476,35208.66,104240.6,18.6,0.0031905
Harlan,3786,Nebraska,NE,0,0.2971344,0.1009174,0.05156,0.61111,0.0264496,-0.1178938,0,0.014263075,32887.12,57452.3,15.3,0
Hayes,1068,Nebraska,NE,0,,0.1844569,,0.72,0.0282862,-0.2123894,,,29782.22,42389.4,11.6,0
Hitchcock,3111,Nebraska,NE,0,0.3141639,0.1494404,0.08461,0.66272,0.0360656,-0.2373131,0.010928962,0.018964963,30656.03,50654,13.8,0.0003214
Holt,11551,Nebraska,NE,0.0136299,0.3028444,0.130477,0.06756,0.62769,0.0310997,-0.1476535,0.004848065,0.006839235,31453.99,79580.1,14.5,0.0032898
Hooker,783,Nebraska,NE,0,,0.0686922,,0.5625,0.0364465,-0.2090909,,,34174.38,55052.9,15.7,0
Howard,6567,Nebraska,NE,0.0058989,0.2209955,0.1169672,0.03345,0.71685,0.0299604,-0.0304149,0.02680067,0.026496117,31692.52,88111.3,14.2,0.0021319
Jefferson,8333,Nebraska,NE,0.0153466,0.235077,0.0893358,0.0413,0.74085,0.0453812,-0.1511663,0.016560662,0.017160686,37774.74,56119.3,14.4,0.0106804
Johnson,4488,Nebraska,NE,0.0639837,0.2535401,0.0889543,0.04499,0.69036,0.0303145,-0.1508042,0.028966132,0.028966132,34740.76,68382.9,14.7,0.0020053
Kearney,6882,Nebraska,NE,0.001908,0.2254894,0.0853095,0.03506,0.7193,0.023545,-0.024245,0.02136007,0.035309503,34998.41,103440.8,21.3,0.0014531
Keith,8875,Nebraska,NE,0.0113767,0.3497739,0.0933196,0.12261,0.69515,0.0291069,-0.0522213,0.00484507,0.012732394,34485.67,92376.9,16.8,0.0037183
Keya Paha,983,Nebraska,NE,0,,0.2685656,,0.49091,0.0247191,-0.2444274,,,25003.48,37590.6,15.7,0.0061038
Kimball,4089,Nebraska,NE,0,0.2528564,0.1113057,0.03836,0.64246,0.0252822,-0.1624334,0.015162632,0.014673514,36440.64,65850.2,13.5,0.0009782
Knox,9374,Nebraska,NE,0.3373005,0.2639205,0.1561713,0.05195,0.68026,0.0371156,-0.1818102,0.001386815,0.01472157,30309.44,56119.3,14.4,0.0013868
Lancaster,250291,Nebraska,NE,0.0773906,0.3844459,0.0953424,0.15741,0.54798,0.0268294,0.2976245,0.027943474,0.028646655,36446.33,141164.7,32.6,0.0084701
Lincoln,34632,Nebraska,NE,0.0356484,0.3192564,0.0971316,0.07836,0.56912,0.0320532,-0.0500069,0.018393393,0.014091014,35807.51,104240.6,16.2,0.0005486
Logan,774,Nebraska,NE,0,,0.1046512,,0.62,0.0246637,-0.2126144,0,0.025839793,30613.75,68916.1,10.5,0.001292
Loup,712,Nebraska,NE,0,,0.1765537,,0.52941,0.0291545,-0.1711292,,,26385.82,36657.5,13.3,0
McPherson,533,Nebraska,NE,0,,0.1622642,,0.59091,0.0170648,-0.1011804,,,27967.35,54519.7,22.2,0
Madison,35226,Nebraska,NE,0.0642361,0.3408158,0.1116095,0.12642,0.64622,0.0357032,0.1224906,0.024555726,0.029892693,31740.55,106773.3,17,0.0087719
Merrick,8204,Nebraska,NE,0.0301291,0.330697,0.0886045,0.0873,0.71768,0.0294881,-0.0828396,0.021087275,0.030351048,32484.53,83579.1,14.9,0.0049976
Morrill,5440,Nebraska,NE,0,0.3301845,0.1467718,0.09355,0.62934,0.0318923,-0.1059984,0.01875,0.020036765,29353.01,65983.5,14.3,0.0020221
Nance,4038,Nebraska,NE,0,0.2569361,0.1311724,0.04439,0.70787,0.0350793,-0.1481013,0.012382368,0.012382368,35568.4,60651.5,11.4,0.0024765
Nemaha,7576,Nebraska,NE,0.0022717,0.3008217,0.1259332,0.05683,0.59659,0.0356214,-0.0945381,0.014123548,0.023495248,32159.23,77580.6,22.9,0.00132
Nuckolls,5057,Nebraska,NE,0.0020244,0.2578728,0.112069,0.06772,0.73729,0.0292234,-0.2481415,0,0.008107574,33815.73,43989,13.1,0.000791
Otoe,15396,Nebraska,NE,0.0459171,0.2549533,0.080657,0.04267,0.66332,0.0338761,0.0140288,0.031111977,0.03221616,36124.24,103974,18.1,0.0038971
Pawnee,3087,Nebraska,NE,0,0.2508765,0.1103357,0.06135,0.61475,0.0344828,-0.2159004,0.006478782,0.003887269,36967.33,40389.9,14.4,0.0006479
Perkins,3200,Nebraska,NE,0,0.3142597,0.1363926,0.04203,0.58896,0.0220501,-0.120154,0.00625,0.0034375,36379.23,69582.6,17.6,0.003125
Phelps,9747,Nebraska,NE,0.0212269,0.3431235,0.0885087,0.06665,0.67045,0.0258972,-0.002252,0.020211347,0.022468452,38186.04,95176.2,20.4,0.0028727
Pierce,7857,Nebraska,NE,0.0076636,0.2385371,0.1183201,0.06029,0.7225,0.0297245,-0.0735762,0.025964108,0.017818506,32889.49,79846.7,13.3,0.0021637
Platte,31662,Nebraska,NE,0.0758254,0.2772073,0.0772924,0.07127,0.70423,0.0351358,0.0973936,0.019708168,0.024477291,35401.43,107706.4,17.2,0.0014528
Polk,5639,Nebraska,NE,0.0105758,0.2999943,0.0580905,0.12457,0.70492,0.0273438,-0.1077532,0.012590885,0.018442986,37314,77047.4,13.5,0.001064
Red Willow,11448,Nebraska,NE,0.0033619,0.3081606,0.0962963,0.05894,0.64829,0.0263809,-0.0925089,0.008822502,0.015985325,32595.06,78513.7,15.2,0.0097834
Richardson,9531,Nebraska,NE,0.0168465,0.3070337,0.1011828,0.07763,0.69744,0.0473673,-0.1576668,0.011436366,0.014479068,33044.91,51853.7,13.6,0.00661
Rock,1756,Nebraska,NE,0,,0.2175174,,0.64,0.0309073,-0.2631137,,,28875.7,50387.4,12.2,0.001139
Saline,13843,Nebraska,NE,0.0970073,0.2104187,0.0938491,0.04113,0.73659,0.0287291,0.0542228,0.020226829,0.029906812,31181.14,91977,14,0.0049845
Sarpy,122595,Nebraska,NE,0.0543352,0.2474201,0.0420559,0.05799,0.58255,0.0262929,0.4252747,0.085672336,0.066038582,39713.07,149429.3,30.2,0.0071536
Saunders,19830,Nebraska,NE,0.0071441,0.2725199,0.0661373,0.05801,0.67849,0.0319549,0.0595213,0.035905194,0.028744327,36365.15,117037.4,16.9,0.0022693
Scotts Bluff,36951,Nebraska,NE,0.1090962,0.3836034,0.1446791,0.08066,0.58074,0.0406825,-0.036329,0.017834429,0.01859219,34152.78,95309.5,17.3,0.0089037
Seward,16496,Nebraska,NE,0.003572,0.2459168,0.0700704,0.05832,0.7112,0.0277337,0.044778,0.027097478,0.028370514,34118.6,117437.3,22.6,0.0023036
Sheridan,6198,Nebraska,NE,0.010183,0.3551275,0.1321004,0.08125,0.56183,0.0273547,-0.1784199,0.005324298,0.014682156,31203.29,55586.1,17.2,0.0200065
Sherman,3318,Nebraska,NE,0,0.2452743,0.1292517,0.01857,0.66438,0.0266015,-0.2148604,0.005123568,0.021097046,29713.86,50654,10.8,0.0018083
Sioux,1475,Nebraska,NE,0,,0.1543168,,0.57143,0.02133,-0.200542,,,31656.2,56785.8,21.5,0
Stanton,6455,Nebraska,NE,0.0254829,0.284596,0.0676298,0.1254,0.73171,0.0270971,-0.0143533,0.013323005,0.021998451,30317.73,89577.6,13.7,0.0034082
Thayer,6055,Nebraska,NE,0.0085098,0.4954187,0.1068011,0.26713,0.64669,0.0327439,-0.201398,0,0.012881916,36374.92,51720.4,15,0.0014864
Thomas,729,Nebraska,NE,0,,0.1426612,,0.4898,0.0560976,-0.2507708,,,30351.7,45721.9,17.2,0
Thurston,7171,Nebraska,NE,0.010345,0.4057315,0.2563812,0.07485,0.56176,0.0614606,-0.0020874,0.019383629,0.010458792,24205.77,67449.8,12,0.0006973
Valley,4647,Nebraska,NE,0.0109756,0.3545753,0.1280421,0.07747,0.63134,0.0314465,-0.1750399,0,0.013557134,32535.69,59985,16.4,0.0021519
Washington,18780,Nebraska,NE,0.0166,0.289315,0.0595081,0.0695,0.58673,0.0280104,0.2109879,0.039510117,0.033599574,39293.16,152361.9,22.7,0.0038871
Wayne,9851,Nebraska,NE,0.0175869,0.2937481,0.1447156,0.07519,0.70326,0.0276623,-0.0007101,0.016648056,0.024058471,25073.63,102241.1,28,0.0016242
Webster,4061,Nebraska,NE,0.0013613,0.28876,0.1119573,0.041,0.58523,0.0281899,-0.1640593,0.006894854,0.016252155,36569.24,51053.9,13.7,0.0049249
Wheeler,886,Nebraska,NE,0,,0.2086659,,0.47826,0.023166,-0.1641509,,,30355.12,46655,14.9,0.0011287
York,14598,Nebraska,NE,0.0292205,0.3001308,0.084507,0.05692,0.66309,0.027147,-0.0135153,0.022400329,0.017262639,34431.91,99841.7,17,0.0043842
Churchill,23982,Nevada,NV,0.0683501,0.3362182,0.0867219,0.09318,0.61243,0.0643171,0.7232162,0.04432491,0.037236261,36786.16,156094.3,16.7,0.0062964
Clark,1375765,Nevada,NV,0.1264943,0.5164936,0.1076361,0.21764,0.52441,0.0552042,1.970856,0.065748147,0.041014272,38979.41,185953.5,17.3,0.0115986
Douglas,41259,Nevada,NV,0.0270494,0.4453781,0.0727415,0.20119,0.58621,0.0476477,1.124453,0.067233816,0.053127802,51066.61,242339.4,23.2,0.0030054
Elko,45291,Nevada,NV,0.1366993,0.3032612,0.0888044,0.10788,0.60912,0.0499469,1.622676,0.033671149,0.030889139,33467.12,164092.3,14.8,0.006403
Esmeralda,971,Nevada,NV,0,,0.1528796,,0.54545,0.0761719,0.2496783,0,0.020597322,34632.87,100774.8,9.6,0.0061792
Eureka,1651,Nevada,NV,0,,0.1257631,,0.48684,0.0416125,0.3781302,0,0.028467595,35014.43,118903.6,13.6,0.0018171
Humboldt,16106,Nevada,NV,0.0091469,0.2847747,0.0971223,0.06253,0.60099,0.0571732,0.7072292,0.018999131,0.017322737,35841.02,156494.2,14.2,0.0068918
Lander,5794,Nevada,NV,0.0116994,0.2279466,0.1249566,0.02934,0.68079,0.0706622,0.4214917,0.007421471,0.022609596,31623.18,109839.2,10.8,0.0044874
Lincoln,4165,Nevada,NV,0.0139583,0.2533295,0.1649974,0.03805,0.61215,0.0554603,0.1160236,0.027130852,0.024489796,30355.64,107039.9,15.1,0.0016807
Lyon,34501,Nevada,NV,0.0271911,0.3649557,0.1040981,0.11043,0.61551,0.0591019,1.537958,0.146720385,0.058027304,35097.29,158893.6,11.3,0.0050143
Mineral,5071,Nevada,NV,0.2441145,0.2669425,0.1521087,0.03975,0.63839,0.0763431,-0.1843333,0.017550779,0.023072372,34004.05,79313.5,10.1,0.003944
Nye,32485,Nevada,NV,0.0223963,0.3477147,0.1074841,0.06053,0.56827,0.0798722,2.590296,0.095859628,0.035431738,35106.93,162759.3,10.1,0.0036324
Pershing,6693,Nevada,NV,0,0.2384868,0.1137702,0.05232,0.70918,0.0491995,0.9639084,0.016435081,0.022560885,23267.77,109572.6,8.7,0.0107575
Storey,3399,Nevada,NV,0.0008054,,0.0577949,,0.47826,0.0383085,1.261477,0.112385996,0.05354516,41111.25,179688.4,18,0.012945
Washoe,339486,Nevada,NV,0.102115,0.4742033,0.0996316,0.18167,0.52414,0.0446735,0.7533351,0.048711876,0.038025132,42870.41,215412.8,23.7,0.0099768
White Pine,9181,Nevada,NV,0.0414085,0.4013455,0.1097175,0.23345,0.65877,0.0469007,0.1241582,0.040409541,0.012090186,29195.04,93310,11.8,0.0050103
Carson City,52457,Nevada,NV,0.0545099,0.3912375,0.1001505,0.11325,0.55717,0.0514123,0.638155,0.054883047,0.055817146,37545.12,196617.5,18.5,0.0073965
Belknap,56325,New Hampshire,NH,0.0180685,0.4031222,0.0608748,0.14078,0.60435,0.0298625,0.3134269,0.048717266,0.039325344,41950.1,146096.8,23.3,0.0033023
Carroll,43666,New Hampshire,NH,0.014349,0.438359,0.0791507,0.1191,0.58333,0.0310379,0.5633525,0.042573169,0.030275271,42015.19,159826.7,26.5,0.0026565
Cheshire,73825,New Hampshire,NH,0.0113241,0.4878458,0.079522,0.31042,0.60097,0.0301067,0.1885022,0.029488656,0.02253979,36892.77,140364.9,26.6,0.0035083
Coos,33111,New Hampshire,NH,0.0147147,0.3314298,0.0998146,0.11102,0.67142,0.0527659,-0.0579281,0.023768536,0.015523542,32992.29,93976.5,11.9,0.0022047
Grafton,81743,New Hampshire,NH,0.0632199,0.4456683,0.0857325,0.15217,0.58979,0.0270264,0.2421816,0.041544842,0.037544499,37623.88,145963.5,32.7,0.0028626
Hillsborough,380841,New Hampshire,NH,0.0973749,0.3819766,0.0626384,0.15534,0.49325,0.0351623,0.3768257,0.040126982,0.040216258,45577.83,185420.3,30.1,0.003705
Merrimack,136225,New Hampshire,NH,0.0265262,0.3595705,0.0594701,0.10195,0.56772,0.0285108,0.3857805,0.046467242,0.038847495,41679.42,157160.7,29.1,0.0024445
Rockingham,277359,New Hampshire,NH,0.0315088,0.3408635,0.0449201,0.11665,0.48941,0.0400087,0.4571384,0.052213918,0.047923449,48111.69,219811.7,31.7,0.0028519
Strafford,112233,New Hampshire,NH,0.0259413,0.3519944,0.0916082,0.09456,0.56917,0.0326125,0.3140807,0.043409692,0.039302166,35599.13,161293,26.4,0.0040362
Sullivan,40458,New Hampshire,NH,0.0068176,0.3372527,0.084564,0.08473,0.62306,0.027242,0.1218701,0.034974542,0.021652084,40436.07,122502.7,19.7,0.002274
Atlantic,252552,New Jersey,NJ,0.2449753,0.4743364,0.1049731,0.13136,0.50716,0.0476227,0.3010164,0.030607558,0.026940986,38868.86,162626,18.7,0.0109839
Bergen,884118,New Jersey,NJ,0.1640692,0.4387077,0.0496648,0.21323,0.36904,0.0376079,0.045817,0.034524803,0.041880156,62514.26,333649.9,38.2,0.0048862
Burlington,423394,New Jersey,NJ,0.1959993,0.36049,0.047125,0.114,0.47271,0.0356555,0.1678481,0.042615153,0.040267458,47972.54,183154.2,28.4,0.0051772
Camden,508932,New Jersey,NJ,0.3112478,0.4625676,0.1043825,0.12024,0.45764,0.0436598,0.0790459,0.034918221,0.035560743,41816.01,148229.6,24,0.0088696
Cape May,102326,New Jersey,NJ,0.1518918,0.5541867,0.0857989,0.28733,0.50877,0.0669126,0.2438431,0.029249653,0.031976233,47861.51,183420.8,22,0.0102809
Cumberland,146438,New Jersey,NJ,0.1634598,0.4288369,0.1504765,0.08631,0.52882,0.0653428,0.102148,0.022664882,0.01824663,30571.5,121569.6,11.7,0.0124831
Essex,793633,New Jersey,NJ,0.3997561,0.6855457,0.1555376,0.22143,0.40805,0.0536929,-0.0675384,0.031814453,0.044562159,45643.59,277797.2,27.5,0.0094742
Gloucester,254673,New Jersey,NJ,0.0840808,0.3277469,0.0616187,0.07831,0.49953,0.0398379,0.2738937,0.044036863,0.033038445,41600.24,160093.3,22,0.0077236
Hudson,608975,New Jersey,NJ,0.2434289,0.4744022,0.1552481,0.09278,0.46895,0.0559423,0.0933674,0.044284248,0.061309578,36719.44,200349.9,25.3,0.0080824
Hunterdon,121989,New Jersey,NJ,0.0775088,0.299418,0.0256713,0.2022,0.30485,0.0280905,0.3963782,0.042569412,0.032650485,65187.62,326585,41.8,0.0019674
Mercer,350761,New Jersey,NJ,0.2660078,0.5018703,0.086478,0.17797,0.39859,0.037604,0.1393412,0.036560507,0.037575443,49802.01,196484.2,34,0.007441
Middlesex,750162,New Jersey,NJ,0.1933489,0.3774667,0.0659024,0.11033,0.43172,0.0403874,0.2588871,0.047861662,0.053597756,47451.14,224610.5,33,0.0048789
Monmouth,615301,New Jersey,NJ,0.2135916,0.4065652,0.0631371,0.17448,0.3648,0.0379306,0.2228418,0.031678804,0.034779726,58182.66,270732.3,34.6,0.0057419
Morris,470212,New Jersey,NJ,0.1619083,0.3452774,0.038673,0.18326,0.31741,0.0327364,0.1535265,0.04112613,0.044260887,66816.17,343114.2,44.1,0.0037558
Ocean,510916,New Jersey,NJ,0.1255231,0.3365951,0.069513,0.07449,0.49266,0.0414933,0.4764737,0.038820472,0.029617393,48415.53,175022.9,19.5,0.0042042
Passaic,489049,New Jersey,NJ,0.3325756,0.5062544,0.1227598,0.10756,0.43653,0.0541534,0.0926394,0.031434478,0.043684784,39427.66,254069.8,21.2,0.0069155
Salem,64285,New Jersey,NJ,0.2052973,0.3313811,0.0946532,0.05789,0.50424,0.0444804,-0.0060455,0.033818154,0.022851365,39139.41,140231.6,15.2,0.0045578
Somerset,297490,New Jersey,NJ,0.170075,0.3745542,0.0376568,0.25158,0.32043,0.0325875,0.4645373,0.056828801,0.056617029,69154.18,313255,46.5,0.0034119
Sussex,144166,New Jersey,NJ,0.0241041,0.3035422,0.0399114,0.12178,0.43439,0.0367207,0.2415367,0.040078798,0.033447554,48822.82,210214.1,27.2,0.0022197
Union,522541,New Jersey,NJ,0.2753077,0.5188954,0.0841505,0.18746,0.43323,0.0461841,0.0365944,0.041202509,0.05002861,50336.12,251670.4,28.5,0.0059459
Warren,102437,New Jersey,NJ,0.0397436,0.3318826,0.0544096,0.10274,0.46272,0.0348741,0.2132916,0.049240021,0.041674395,48168.14,207281.5,24.4,0.0041977
Bernalillo,556678,New Mexico,NM,0.1423118,0.4740924,0.1369821,0.09976,0.47966,0.0418402,0.3263712,0.044257183,0.036135791,37261.46,171023.9,30.5,0.0078903
Catron,3543,New Mexico,NM,0,0.3054701,0.244805,0.06499,0.42735,0.0613052,0.3025735,0,0.007620661,26310.36,109306,18.4,0.0014112
Chaves,61382,New Mexico,NM,0.0732916,0.473588,0.2126583,0.1092,0.49228,0.0561473,0.2011428,0.019175002,0.023410772,29589.27,81313,16.2,0.0122674
Cibola,25595,New Mexico,NM,0.3217728,0.3927752,0.2479725,0.08548,0.53558,0.0615007,,0.026684899,0.031646806,21879.35,83445.8,12,0.0084391
Colfax,14189,New Mexico,NM,0.0171293,0.3944709,0.1481939,0.07591,0.53871,0.05166,0.0381942,0.006483896,0.017619283,32085.58,102107.8,18.5,0.0094439
Curry,45044,New Mexico,NM,0.100635,0.4731492,0.1898627,0.17008,0.55959,0.042957,0.0719912,0.03363378,0.034277595,28867.78,86245.1,15.3,0.0079034
De Baca,2240,New Mexico,NM,0,0.3749663,0.1771508,0.15137,0.53704,0.0495356,-0.0872046,,,30600.16,61051.4,16.2,0.0200893
Dona Ana,174682,New Mexico,NM,0.1327691,0.5025214,0.2539175,0.10786,0.43916,0.0607468,0.8131825,0.036689527,0.031216725,26346.34,121169.7,22.3,0.0100526
Eddy,51658,New Mexico,NM,0.0677094,0.4204785,0.1722519,0.10115,0.56877,0.049913,0.0794692,0.016609238,0.022474738,31454.86,85578.6,13.5,0.0093887
Grant,31002,New Mexico,NM,0.0897269,0.3473476,0.1869257,0.07624,0.61699,0.0629483,0.1831018,0.021159925,0.020224502,28470.9,117170.7,20.5,0.0060319
Guadalupe,4680,New Mexico,NM,0,0.3727464,0.2164627,0.08836,0.44444,0.0786182,0.0409253,0.00491453,0.015598291,18885.59,69449.3,10.3,0.0083333
Harding,810,New Mexico,NM,0,,0.162963,,0.67647,0.043038,-0.2568807,,,35556.02,36390.9,18.1,0.0012346
Hidalgo,5932,New Mexico,NM,0.1166669,0.3490107,0.2725248,0.11693,0.65101,0.0603482,-0.019342,0.004888739,0.01753203,25118.66,71848.7,9.9,0.0020229
Lea,55511,New Mexico,NM,0.0806817,0.4187095,0.2108155,0.10205,0.56073,0.0428908,-0.0086082,0.017546072,0.017582101,27383.33,66783.3,11.6,0.008755
Lincoln,19411,New Mexico,NM,0.03234,0.5260931,0.1489384,0.12769,0.44412,0.0422578,0.7651178,0.033177065,0.032301273,37480.16,144497.2,22.8,0.0064912
Los Alamos,18343,New Mexico,NM,0.0103439,0.1609538,0.0292523,0.03762,0.28606,0.0258034,0.0422751,0.018644715,0.031074524,64331.99,304323.9,60.5,0.0021807
Luna,25016,New Mexico,NM,0.0264771,0.3894001,0.3285639,0.05799,0.39805,0.1653975,0.6051331,0.021786057,0.018907899,23806.5,87978,10.4,0.0033579
McKinley,74798,New Mexico,NM,0.2659267,0.466338,0.3605826,0.0912,0.38688,0.0616708,0.3250545,0.053303564,0.073464531,19744.18,75981,12,0.007674
Mora,5180,New Mexico,NM,0,0.2512359,0.253595,0.04141,0.34934,0.0976698,0.2318668,0.013706564,0.026061776,24972.62,101174.7,15.5,0.0048263
Otero,62298,New Mexico,NM,0.1385019,0.3326707,0.1927479,0.05593,0.59154,0.0536071,0.3947834,0.037304568,0.032167967,27004.17,105040.4,15.4,0.008042
Quay,10155,New Mexico,NM,0.0849336,0.4440575,0.2085303,0.07625,0.43297,0.0536993,-0.0398979,0.007976366,0.016248154,29950.96,71982,13.7,0.0070901
Rio Arriba,41190,New Mexico,NM,0.2157336,0.4286999,0.2031216,0.10201,0.50585,0.0604336,0.4066662,0.020296188,0.027458121,26551.92,143297.5,15.4,0.0059169
Roosevelt,18018,New Mexico,NM,0.0710657,0.340817,0.227486,0.0563,0.52228,0.0393034,0.1480089,0.022588523,0.02997003,26656.86,73181.7,22.6,0.0078255
Sandoval,89908,New Mexico,NM,0.2561887,0.3897146,0.1213012,0.09054,0.56271,0.0463244,1.583637,0.080904925,0.052820661,36187.61,153828.2,24.8,0.0046807
San Juan,113801,New Mexico,NM,0.2865696,0.4387745,0.2152478,0.10455,0.52388,0.0536403,0.3974801,0.05888349,0.05592218,27276.46,121702.9,13.5,0.0083303
San Miguel,30126,New Mexico,NM,0.0353383,0.3713812,0.2441202,0.06688,0.44677,0.0601986,0.3241616,0.017260838,0.021576047,24347.89,120103.3,21.2,0.0066056
Santa Fe,129292,New Mexico,NM,0.1352513,0.4770751,0.1200088,0.12649,0.50906,0.0361581,0.7156582,0.034487826,0.035284472,41295.04,252470.2,36.9,0.0043564
Sierra,13270,New Mexico,NM,0.0060444,0.3464533,0.2088446,0.05967,0.45714,0.0472119,0.5696712,0.008063301,0.014619442,32267.13,103707.4,13.1,0.0072344
Socorro,18078,New Mexico,NM,0.1926055,0.4318826,0.3166952,0.07474,0.45498,0.0524522,0.438644,0.017313862,0.024062396,23980.05,107839.7,19.4,0.0107313
Taos,29979,New Mexico,NM,0.0676389,0.4719555,0.2094086,0.11545,0.42709,0.0663522,0.5408614,0.012942393,0.02011408,28915.01,200483.2,25.9,0.0086394
Torrance,16911,New Mexico,NM,0.0190739,0.3406479,0.1903419,0.05321,0.55741,0.044668,1.257509,0.032227544,0.036248596,26820.63,110372.4,14.4,0.003548
Union,4174,New Mexico,NM,0,0.3882221,0.1812711,0.07779,0.52709,0.0346173,-0.1166138,0,0.004551989,30304.99,66383.4,13,0.0038333
Valencia,66152,New Mexico,NM,0.0598844,0.3923677,0.1675557,0.08423,0.54126,0.0480678,,0.036340549,0.034783529,27419.44,144363.9,14.8,0.0109445
Albany,294565,New York,NY,0.2153744,0.4328041,0.1061957,0.10859,0.45627,0.0336652,0.0302754,0.036446964,0.040038701,42120.65,155027.9,33.3,0.0110366
Allegany,49927,New York,NY,0.0354812,0.3487771,0.1550888,0.07129,0.60695,0.0477833,-0.0350779,0.018326757,0.017946202,27133.16,67183.2,17.2,0.0071504
Bronx,1332650,New York,NY,0.2345828,0.4510815,0.3068255,0.09285,0.45189,0.0740004,0.1400187,0.030194725,0.045028327,25845.15,253803.2,14.6,0.0087246
Broome,200536,New York,NY,0.105526,0.4055002,0.128346,0.08998,0.52474,0.0427709,-0.061372,0.017622771,0.020674592,35832.85,101041.4,22.7,0.0085678
Cattaraugus,83955,New York,NY,0.1528031,0.3590792,0.1372617,0.08908,0.61337,0.0506721,-0.0203274,0.01823596,0.019879698,30226.02,81046.4,14.9,0.0058483
Cayuga,81963,New York,NY,0.2106198,0.3352641,0.1106163,0.07359,0.60687,0.0430116,0.0258968,0.018605956,0.017947123,32373.89,100374.9,15.5,0.0061979
Chautauqua,139750,New York,NY,0.1350837,0.3694484,0.1384168,0.07116,0.5853,0.0468472,-0.0488344,0.009767442,0.013266547,31578.69,85312,16.9,0.004873
Chemung,91070,New York,NY,0.1591668,0.4100661,0.1295509,0.08439,0.54613,0.0498104,-0.0674408,0.013571978,0.016745361,33468.54,89577.6,18.6,0.0088503
Chenango,51401,New York,NY,0.030127,0.3344562,0.1436357,0.05138,0.58852,0.0453497,0.0416869,0.021964553,0.021458727,31279.64,83579.1,14.4,0.0082617
Clinton,79894,New York,NY,0.1376399,0.3586529,0.1393713,0.07771,0.58228,0.0448929,-0.0106006,0.012153604,0.010513931,29507.84,112238.6,17.8,0.0072346
Columbia,63094,New York,NY,0.1431192,0.4225795,0.0902463,0.12105,0.55519,0.0352158,0.0606351,0.026880528,0.021190605,41926.65,149029.4,22.6,0.0038831
